Id_Chanson,Id_Chanson_Parent,Titre_Chanson,Annee_Creation_Chanson,Categories_Chanson,Langues_Chanson,Lieux_Origines_Chanson,Autre_Titre_Chanson,Note_Chanson,Relation_Chanson_Autorite,Id_Autorite,Forme_Retenue_Autorite,Forme_Nom_Veritable,Formes_Anciennes,Formes_Non_Retenues,Formes_Autres_Retenues,Type_Autorite,Date_Naissance_Autorite,Date_Deces_Autorite,Lieux_Naissances_Autorite,Lieux_Activites_Autorite,Note_Autorite,Id_Autorites_Membres_Groupes,Id_Autorites_Evolutions,Id_Autorites_Partenariats
325,,"Une première danse",1982,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
326,,"Les vertes années",1967,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
326,,"Les vertes années",1967,"","français","","","","Auteur; Compositeur",3925,"Davis, Jeff, 1917-1977","Davis, Jeffrey, 1917-1977","","Ross, Kelly, 1917-1977","","Physique","1917-??-??","1977-??-??","États-Unis","France; États-Unis","Compositeur. Collabore régulièrement avec Charles Aznavour pour la composition de pièces originales françaises.","","",""
327,,"Yerushalaim",1967,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
328,,"I'm yours",1961,"","anglais","","","La chanson originale anglaise fut enregistrée en 1961, mais fut commercialisée en 1962.","Auteur; Compositeur",1522,"Blair, Hal, 1915-2001","Blair, Hal Keller, 1915-2001","","","","Physique","1915-11-26","2001-02-02","États-Unis; Missouri","États-Unis; Missouri","Auteur-compositeur.","","",""
328,,"I'm yours",1961,"","anglais","","","La chanson originale anglaise fut enregistrée en 1961, mais fut commercialisée en 1962.","Interprète",12364,"Presley, Elvis, 1935-1977","Presley, Elvis Aaron, 1935-1977","","","","Physique","1935-01-08","1977-08-16","États-Unis; Mississippi","États-Unis; Mississippi","Acteur et chanteur de rock and roll, pop, rockabilly, country, blues, gospel et rhythm and blues.","17062; 18915","","21196; 21269; 21668; 22311"
328,,"I'm yours",1961,"","anglais","","","La chanson originale anglaise fut enregistrée en 1961, mais fut commercialisée en 1962.","Auteur; Compositeur",13037,"Robertson, Don, 1922-","Robertson, Donald Irwin, 1922-","","","","Physique","1922-12-05","????-??-??","Chine","États-Unis","Auteur-compositeur et pianiste. Né en Chine; émigre aux États-Unis.","","",""
328,,"I'm yours",1961,"","anglais","","","La chanson originale anglaise fut enregistrée en 1961, mais fut commercialisée en 1962.","Interprète",20059,"Tielman Brothers (Groupe musical)","","","","","Morale","1945-??-??","1971-??-??","Indonésie","Indonésie","Groupe de rock and roll.","","",""
329,,"Tómbola",1962,"Film","espagnol","","La vida es una tombola","Extrait du film : ""Tómbola"".","Auteur; Compositeur",6596,"Guijarro, Antonio","Campoy, Antonio Guijarro","","","","Physique","????-??-??","????-??-??","Espagne","Espagne","Auteur-compositeur.","","",""
329,,"Tómbola",1962,"Film","espagnol","","La vida es una tombola","Extrait du film : ""Tómbola"".","Auteur; Compositeur",9838,"Mapel, C., 1934-2011","Dasca, Augusto Alguero, 1934-2011","","Alguero, Augusto, Jr., 1934-2011; Dasca, Gustavo, 1934-2011","Alguero, Augusto, 1934-2011","Physique","1934-02-23","2011-01-16","Espagne","Espagne","Compositeur, arrangeur et directeur musical.","","",""
329,,"Tómbola",1962,"Film","espagnol","","La vida es una tombola","Extrait du film : ""Tómbola"".","Interprète",9953,"Marisol, 1948-","Gonzalez, Josefa Flores, 1948-","","Pepa Flores, 1948-","","Physique","1948-02-04","????-??-??","Espagne","Espagne","Actrice et chanteuse.","","",""
330,,"Di fronte all'amore",1965,"","italien","","","","Auteur; Compositeur",1453,"Bindi, Umberto, 1932-2002","Bindi, Umberto, 1932-2002","","","","Physique","1932-05-12","2002-05-24","Italie","Italie","Auteur-compositeur-interprète de pop.","","",""
330,,"Di fronte all'amore",1965,"","italien","","","","Interprète",10106,"Mascolo, Gianni, 1940-","","","","","Physique","1940-11-03","????-??-??","Italie","Italie","Chanteur de pop.","","",""
331,,"[Titre inconnu #000331]",,"","espagnol","","","","Auteur; Compositeur",5718,"Fuentes, Rubén, 1926-","Gassón, Rubén Fuentes, 1926-","","Fuentes, Ruben, 1926-","","Physique","1926-02-15","????-??-??","Mexique","Mexique","Compositeur et violoniste.","","",""
332,,"Nous irons dans la joie!",1960,"Religion / Spiritualité","français","","","La date de commercialisation est incertaine, mais se situe dans les années 1960. Le texte original est basé sur le psaume 121.","Auteur; Compositeur",4706,"Dumont, André, O.M.I.","","","","","Physique","????-??-??","????-??-??","Canada; Québec","Canada; Québec","Prêtre et parolier de chansons chrétiennes.","","",""
332,,"Nous irons dans la joie!",1960,"Religion / Spiritualité","français","","","La date de commercialisation est incertaine, mais se situe dans les années 1960. Le texte original est basé sur le psaume 121.","Interprète",16766,"A-men (Groupe musical)","","","","","Morale","1960-??-??","1960-??-??","Canada; Québec","Canada; Québec","Groupe de musique religieuse actif dans les années 1960.","","",""
333,,"Just dance on by",1965,"","anglais","","","","Auteur; Compositeur",2309,"Byers, Joy","","","Johnston, Joy","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteure-compositrice. Johnston est le nom de son époux qu'elle utilise parfois après son mariage.","","",""
333,,"Just dance on by",1965,"","anglais","","","","Interprète",6319,"Gormé, Eydie, 1931-","Gormezano, Edith, 1931-","","Gorme, Eydie, 1931-","","Physique","1931-08-16","????-??-??","États-Unis; New York","États-Unis; New York","Chanteuse.","19880","","21441; 21618; 21879"
333,,"Just dance on by",1965,"","anglais","","","","Auteur; Compositeur",15957,"Wayne, Bernie, 1919-1993","Weitzner, Bernard, 1919-1993","","","","Physique","1919-03-06","1993-04-18","États-Unis","États-Unis","Auteur-compositeur.","16982","",""
334,,"[Titre inconnu #000334]",,"","anglais","","","","Auteur; Compositeur",6479,"Green, Tony, 1948-","Green, Anthony, 1948-","","","","Physique","1948-??-??","????-??-??","Canada; Québec","Canada; Québec","Auteur-compositeur-interprète et producteur.","","","20955"
334,,"[Titre inconnu #000334]",,"","anglais","","","","Auteur; Compositeur",14448,"Stagg, Barry, 1944-","","","","","Physique","1944-04-09","????-??-??","Canada; Québec","Canada; États-Unis; Nouvelle-Écosse; Caroline du Nord","Auteur-compositeur-interprète. Né au Québec; travaille à Montréal dans les années 1960 et 1970 puis emménage en Nouvelle-Écosse. Il travaille et réside ensuite en Caroline du Nord (États-Unis).","","","20955"
335,,"[Titre inconnu #000335]",,"","anglais","","","","Auteur; Compositeur",6454,"Green, Al, 1946-","Greene, Albert, 1946-","","Green, Al, Reverend, 1946-","","Physique","1946-04-13","????-??-??","États-Unis; Arkansas","États-Unis; Arkansas","Prêtre et auteur-compositeur-interprète de rhythm and blues, gospel, soul et smooth soul.","","","21216"
336,,"Twenty miles",1963,"","anglais","","20 miles","","Interprète",2947,"Checker, Chubby, 1941-","Evans, Ernest, 1941-","","","","Physique","1941-10-03","????-??-??","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur-interprète de rock and roll.","","","20888; 21777"
336,,"Twenty miles",1963,"","anglais","","20 miles","","Auteur; Compositeur",9505,"Lowe, Bernie, 1917-1993","Lowenthal, Bernard, 1917-1993","","September, Anthony, 1917-1993","","Physique","1917-11-22","1993-09-01","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur. Des compositions réalisées avec Kal Mann Lowe sont signées ""Anthony September""; en lieu et place, utiliser le nom des deux auteurs-compositeurs.","","",""
336,,"Twenty miles",1963,"","anglais","","20 miles","","Auteur; Compositeur",9814,"Mann, Kal, 1917-2001","Cohen, Kalman, 1917-2001","","September, Anthony, 1917-2001; Sheldon, Jon, 1917-2001","","Physique","1917-05-06","2001-11-28","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur. Des compositions réalisées avec Bernie Lowe sont signées ""Anthony September""; en lieu et place, utiliser le nom des deux auteurs-compositeurs. Il utilise parfois Sheldon, Jon pour son travail de parolier alors même que la forme Mann, Kal, 1917-2001 est également présente : n'utiliser que la forme Mann, Kal, 1917-2001.","","",""
337,,"[Titre inconnu #000337]",,"","","","","Il ne s'agit pas de ""Cimeroni"" (Ximeroni).","Auteur; Compositeur",1847,"Braber, Gerrit den, 1929-1997","","","","Post, Lodewijk, 1929-1997","Physique","1929-03-23","1997-05-03","Pays-Bas","Pays-Bas","Auteur-compositeur.","","",""
337,,"[Titre inconnu #000337]",,"","","","","Il ne s'agit pas de ""Cimeroni"" (Ximeroni).","Auteur; Compositeur",6660,"Hadjidakis, Manos, 1925-1994","Chatzidak?s, Manos, 1925-1994","","","","Physique","1925-10-23","1994-06-15","Grèce","Grèce","Compositeur et musicien.","","",""
338,,"[Titre inconnu #000338]",,"","","","","","Auteur; Compositeur",16258,"Williams, M.","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
339,,"Le diable (Ça va)",1954,"","français","","","","Auteur; Compositeur; Interprète",1923,"Brel, Jacques, 1929-1978","Brel, Jacques Romain Georges, 1929-1978","","","","Physique","1929-04-08","1978-10-09","Belgique","Belgique","Auteur-compositeur-interprète et acteur.","","","20839; 21728; 21922; 22285"
339,,"Le diable (Ça va)",1954,"","français","","","","Interprète",18894,"Mich en scène (Duo musical)","","","","","Morale","2003-??-??","????-??-??","Belgique","Belgique","Duo de chansons à texte. La date de début d'activité est incertaine.","2339; 15497","","22485"
340,,"[Titre inconnu #000340]",,"","","","","","Auteur; Compositeur",2776,"Cavicchia","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
340,,"[Titre inconnu #000340]",,"","","","","","Auteur; Compositeur",7254,"Holiday (Auteur-compositeur)","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
340,,"[Titre inconnu #000340]",,"","","","","","Auteur; Compositeur",14530,"Stelvio (Auteur-compositeur)","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
341,,"[Titre inconnu #000341]",,"","","","","Il ne s'agit pas de ""Jeg vil ha en blå ballong""  ou ""Reise Til Amerika"".","Auteur; Compositeur",1204,"Bendiksen, Arne, 1926-2009","Bendiksen, Arne Joachim, 1926-2009","","","","Physique","1926-10-19","2009-03-26","Norvège","Norvège","Auteur-compositeur-interprète et producteur de disques de pop.","","",""
342,,"[Titre inconnu #000342]",,"","allemand","","","","Auteur; Compositeur",5260,"Feltz, Kurtz, 1910-1982","Feltz, Kurt, 1910-1982","","Bartels, Johnny, 1910-1982; Drive, Cole, 1910-1982; Halvey, Jonny, 1910-1982; Hartges, Edi, 1910-1982; Hennerich, Harry, 1910-1982; Plaschky, Hanno, 1910-1982","","Physique","1910-04-14","1982-08-02","Allemagne","Allemagne","Auteur-compositeur et poète.","","",""
342,,"[Titre inconnu #000342]",,"","allemand","","","","Auteur; Compositeur",13672,"Scharfenberger, Werner, 1925-2001","","","Doven, Mike, 1925-2001","","Physique","1925-09-25","2001-07-05","Allemagne","Allemagne","Compositeur, chef d'orchestre et arrangeur.","","",""
343,,"[Titre inconnu #000343]",,"","allemand","","","","Auteur; Compositeur",11333,"Niels, Eric","","","","","Physique","????-??-??","????-??-??","Allemagne","Allemagne","Auteur-compositeur.","","",""
343,,"[Titre inconnu #000343]",,"","allemand","","","","Auteur; Compositeur",16619,"Zieboltz, Frank","","","Ziebold","","Physique","????-??-??","????-??-??","Allemagne","Allemagne","Auteur-compositeur actif dans les années 1960.","","",""
344,,"Arizona man",1970,"","anglais","","","","Auteur; Compositeur",2374,"Callander, Peter, 1939-","Callander, Peter Robin, 1939-","","Callendar, Peter, 1939-; Conrad, Robin, 1939-","","Physique","1939-10-10","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur et producteur de disques.","","",""
344,,"Arizona man",1970,"","anglais","","","","Auteur; Compositeur; Interprète",10964,"Moroder, Giorgio, 1940-","Moroder, Hansjörg, 1940-","","Giorgio, 1940-","","Physique","1940-04-26","????-??-??","Italie","Italie","Auteur-compositeur-interprète et producteur de disques de dance, disco, synthpop, electronic, Italo disco, pop et rock.","","",""
344,,"Arizona man",1970,"","anglais","","","","Auteur; Compositeur",11107,"Murray, Mitch, 1940-","Stitcher, Lionel Michael, 1940-","","Murray, Mister, 1940-","","Physique","1940-01-30","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur et producteur de disques.","","",""
345,,"[Titre inconnu #000345]",,"","","","","","Auteur; Compositeur",5633,"Fraver","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
345,,"[Titre inconnu #000345]",,"","","","","","Auteur; Compositeur",9740,"Malinda, Joe","","","","","Physique","????-??-??","????-??-??","Italie","Italie","Auteur-compositeur.","","",""
346,,"Un été mer et monde",1984,"","français","","","Chanson thème de : Québec '84.","Auteur; Compositeur",15603,"Venne, Stéphane, 1941-","","","","","Physique","1941-07-02","????-??-??","Canada; Québec","Canada; Québec","Auteur-compositeur. Interprète sur quelques disques.","","",""
346,,"Un été mer et monde",1984,"","français","","","Chanson thème de : Québec '84.","Interprète",22381,"Bertrand, Pierre et Raymond, Francine (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","1371; 12632"
347,,"The heart that you break",1965,"","anglais","","","","Auteur; Compositeur",915,"Barratt, Bob","","","Barrett, Bob","","Physique","????-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur.","","",""
347,,"The heart that you break",1965,"","anglais","","","","Interprète",6664,"Haenning, Gitte, 1946-","","","Gitte, 1946-","","Physique","1946-06-29","????-??-??","Danemark","Allemagne","Actrice et chanteuse.","","",""
348,,"One kiss for old times' sake",1965,"","anglais","","","","Interprète",527,"Arnold, Eddy, 1918-2008","Arnold, Richard Edward, 1918-2008","","Eddy Arnold and His Guitar, 1918-2008; Eddy Arnold and his Tennessee Plowboys, 1918-2008; Eddy Arnold, The Tennesee Plowboy and his Guitar, 1918-2008; Eddy Arnold, The Tennessee Plowboy, 1918-2008","","Physique","1918-05-15","2008-05-08","États-Unis; Tennessee","États-Unis; Tennessee","Chanteur de country, gospel et de pop.","","",""
348,,"One kiss for old times' sake",1965,"","anglais","","","","Interprète",4568,"Dove, Ronnie, 1940-","","","","","Physique","1940-09-07","????-??-??","États-Unis; Virginie","États-Unis; Virginie","Chanteur de pop-rock et de country.","","",""
348,,"One kiss for old times' sake",1965,"","anglais","","","","Interprète",11301,"Newton, Wayne, 1942-","Newton, Carson Wayne, 1942-","","","","Physique","1942-04-03","????-??-??","États-Unis; Virginie","États-Unis; Ohio","Chanteur. Né en Virginie; grandi en Ohio.","19053","",""
348,,"One kiss for old times' sake",1965,"","anglais","","","","Auteur; Compositeur",12791,"Resnick, Arthur","","","Resnick, Artie","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur et producteur.","","",""
348,,"One kiss for old times' sake",1965,"","anglais","","","","Auteur; Compositeur",16540,"Young, Kenny","","","","","Physique","????-??-??","????-??-??","États-Unis; New York","États-Unis; New York","Auteur-compositeur à partir de 1963.","","",""
349,,"Diamonds in the mine",1971,"","anglais","","","","Auteur; Compositeur; Interprète",3226,"Cohen, Leonard, 1934-","Cohen, Leonard, 1934-","","","","Physique","1934-09-21","????-??-??","Canada; Québec","Canada; Québec","Auteur-compositeur-interprète.","","","21613; 21948"
350,,"Quando vedrai la mia ragazza",1964,"","italien","","","","Auteur; Compositeur",6057,"Giangrane","","","","","Physique","????-??-??","????-??-??","Italie","Italie","Auteur-compositeur.","","",""
350,,"Quando vedrai la mia ragazza",1964,"","italien","","","","Auteur; Compositeur; Interprète",9320,"Little Tony, 1941-","Ciacci, Antonio, 1941-","","","Ciacci, Antonio, 1941-","Physique","1941-02-07","????-??-??","Italie","Italie; Royaume-Uni; Angleterre","Acteur et chanteur de rock and roll et de pop. Actif en Italie ainsi qu'en Angleterre (fin 1950, début 1960 pour l'Angleterre). Antonio Ciacci est son vrai nom qu'il utilise comme auteur-compositeur.","","",""
351,,"[Titre inconnu #000351]",,"","anglais","","","","Auteur; Compositeur",9802,"Mann, Barry, 1939-","Imberman, Barry, 1939-","","","","Physique","1939-02-09","????-??-??","États-Unis; New York","États-Unis; New York","Auteur-compositeur.","","",""
352,,"[Titre inconnu #000352]",,"","anglais","","","","Auteur; Compositeur",13086,"Robinson, Ruth","","","","","Physique","????-??-??","????-??-??","Canada; Québec","Canada; Québec","Auteure-compositrice. Certaines de ses compositions originales en langue anglaise ne furent jamais interprétées.","","",""
353,,"[Titre inconnu #000353]",,"","","","","","Auteur; Compositeur",58,"Adamson","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
353,,"[Titre inconnu #000353]",,"","","","","","Auteur; Compositeur",4102,"Delazaro","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Auteur; Compositeur",3729,"Dale, Jim, 1935-","Smith, James, 1935-","","","","Physique","1935-08-15","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Acteur, chanteur et auteur-compositeur.","","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",3894,"Davidson, John, 1941-","Davidson, John Hamilton, Sr., 1941-","","","","Physique","1941-12-13","????-??-??","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Acteur et chanteur.","","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Auteur; Compositeur",14434,"Springfield, Tom, 1934-","O'Brien, Dionysius P. A., 1934-","","","","Physique","1934-07-02","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète et producteur de pop.","19836; 20076","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",15728,"Vinton, Bobby, 1935-","Vinton, Stanley Robert, Jr., 1935-","","","","Physique","1935-04-16","????-??-??","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Chanteur de pop.","","","21121"
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",16273,"Williams, Roger, 1924-2011","Weertz, Louis Jacob, 1924-2011","","","","Physique","1924-10-01","2011-10-08","États-Unis; Nebraska","États-Unis; Nebraska","Pianiste de musique populaire.","","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",18666,"Lettermen (Groupe musical)","","","","","Morale","1959-??-??","????-??-??","États-Unis","États-Unis","Groupe de pop.","","",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",19050,"New Seekers (Groupe musical)","","","","","Morale","1969-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Groupe de pop, folk, gospel, rock et country. Les Seekers sont devenus les New Seekers en 1969.","","19655; 19655",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",19655,"Seekers (Groupe musical)","","","","","Morale","????-??-??","????-??-??","Australie","Australie","Groupe de pop et de folk. Les Seekers sont devenus les New Seekers en 1969.","4761; 6635; 12319; 16421","19050; 19050",""
354,,"Georgy girl",1966,"Film","anglais","","Georgie girl","Extrait du film : ""Georgy girl"".","Interprète",20227,"Ventures (Groupe musical)","","","","","Morale","1958-??-??","????-??-??","États-Unis; Washington","États-Unis; Washington","Groupe de rock instrumental et de surf rock.  Vee, Bobby, 1943- et Ventures (Groupe musical) sont deux entrés indépendantes.","","","21295; 22046"
355,,"My true love, Carrie",1964,"","anglais","","","","Interprète",3250,"Cole, Nat King, 1919-1965","Coles, Nathaniel Adams, 1919-1965","","","","Physique","1919-03-17","1965-02-15","États-Unis; Alabama","États-Unis; Alabama","Auteur-compositeur-interprète et pianiste de jazz, swing, pop et jump blues.","18583","","21451; 22521"
355,,"My true love, Carrie",1964,"","anglais","","","","Auteur; Compositeur",5581,"Frances, Paula","","","Ianello, Paula Frances","","Physique","????-??-??","????-??-??","","","Auteure-compositrice.","","",""
355,,"My true love, Carrie",1964,"","anglais","","","","Auteur; Compositeur",13217,"Romero, Gary","Catsos, Nicholas A.","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
356,,"Hello pretty girl",1965,"","anglais","","","","Auteur; Compositeur",1830,"Boyce, Tommy, 1939-1994","Boyce, Sidney Thomas, 1939-1994","","","","Physique","1939-09-29","1994-11-23","États-Unis; Virginie","États-Unis; Virginie","Auteur-compositeur-interprète de pop.","17129","",""
356,,"Hello pretty girl",1965,"","anglais","","","","Interprète",4568,"Dove, Ronnie, 1940-","","","","","Physique","1940-09-07","????-??-??","États-Unis; Virginie","États-Unis; Virginie","Chanteur de pop-rock et de country.","","",""
356,,"Hello pretty girl",1965,"","anglais","","","","Auteur; Compositeur",5200,"Farrell, Wes, 1939-1996","","","","","Physique","1939-12-21","1996-02-29","États-Unis; New York","États-Unis; New York","Auteur-compositeur, musicien et producteur de disques.","","",""
357,,"Billy blue jeans",1964,"","anglais","","","","Auteur; Compositeur",10210,"Mayberry, John","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
357,,"Billy blue jeans",1964,"","anglais","","","","Auteur; Compositeur",12527,"Rainwater, Jay","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
358,,"Ballad of Sir Frankie Crisp (Let it roll)",1970,"","anglais","","","","Auteur; Compositeur; Interprète",6850,"Harrison, George, 1943-2001","","","Georgeson, Hari, 1943-2001; Hari san, Jairaj, 1943-2001; Harrison, Carl, 1943-2001; Harrysong, George, 1943-2001; L'Angelo Misterioso, 1943-2001; Nelson, 1943-2001; O'Hara-Smith, George, 1943-2001; Wilbury, Spike, 1943-2001","","Physique","1943-02-25","2001-11-29","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète et musicien de rock, pop, rock psychédélique, expérimental et musique du monde.","16937; 16941; 20336","",""
