Id_Chanson,Id_Chanson_Parent,Titre_Chanson,Annee_Creation_Chanson,Categories_Chanson,Langues_Chanson,Lieux_Origines_Chanson,Autre_Titre_Chanson,Note_Chanson,Relation_Chanson_Autorite,Id_Autorite,Forme_Retenue_Autorite,Forme_Nom_Veritable,Formes_Anciennes,Formes_Non_Retenues,Formes_Autres_Retenues,Type_Autorite,Date_Naissance_Autorite,Date_Deces_Autorite,Lieux_Naissances_Autorite,Lieux_Activites_Autorite,Note_Autorite,Id_Autorites_Membres_Groupes,Id_Autorites_Evolutions,Id_Autorites_Partenariats
106,,"Mrs. Brown you've got a lovely daughter",1963,"","anglais","","","","Interprète",18290,"Herman's Hermits (Groupe musical)","","","","","Morale","1963-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Groupe de beat, pop et British invasion.","8907; 11396","",""
107,,"Sweet and innocent",1958,"","anglais","","","","Auteur; Compositeur",6713,"Hall, Rick, 1932-","Hall, Roe Erister, 1932-","","","","Physique","1932-01-31","????-??-??","États-Unis; Mississippi","États-Unis; Mississippi","Producteur de disques de soul, pop et country.","","",""
107,,"Sweet and innocent",1958,"","anglais","","","","Interprète",11559,"Orbison, Roy, 1936-1988","Orbison, Roy Kelton, 1936-1988","","The Big O, 1936-1988","","Physique","1936-04-23","1988-12-06","États-Unis; Texas","États-Unis; Texas","Auteur-compositeur-interprète et musicien de rock and roll, rockabilly et country.","20010","","22346"
107,,"Sweet and innocent",1958,"","anglais","","","","Interprète",11594,"Osmond, Donny, 1957-","Osmond, Donald Clark, 1957-","","","","Physique","1957-12-09","????-??-??","États-Unis; Utah","États-Unis; Utah","Acteur, animateur, auteur-compositeur-interprète de pop-rock, rhythm and blues, bubblegum, blue-eyed soul et comédie musical. Pour les enregistrements attribués à Donny et Mary Osmond, utiliser la forme Osmond, Donny, 1957- et Osmond, Marie, 1959-.","19164; 19165","","21292"
107,,"Sweet and innocent",1958,"","anglais","","","","Auteur; Compositeur",14016,"Sherrill, Billy, 1936-","Campbell, Phil, 1936-","","Sherrill, Billy N., 1936-; Sherryl, Billy, 1936-","","Physique","1936-11-05","????-??-??","États-Unis; Alabama","États-Unis; Alabama","Auteur-compositeur souvent associé avec des interprètes de la chanson country.","","",""
108,,"Long haired lover from Liverpool",1972,"","anglais","","","","Auteur; Compositeur",8297,"Kingsley, Christopher","","","Dawden, Christopher","","Physique","????-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur.","","",""
108,,"Long haired lover from Liverpool",1972,"","anglais","","","","Interprète",11596,"Osmond, Jimmy, 1963-","Osmond, James Arthur, 1963-","","","","Physique","1963-04-16","????-??-??","États-Unis; Californie","États-Unis; Californie","Acteur, chanteur et homme d'affaires.","19165","",""
109,,"My simple heart",1979,"","anglais","","","","Auteur; Compositeur",2191,"Bugatti, Dominic","King, Dominic Roy","","King, Dominic","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur-interprète de pop et de dance. Le lieu de naissance est très incertain.","","",""
109,,"My simple heart",1979,"","anglais","","","","Interprète",4556,"Douglas, Carol, 1948-","Strickland, Carolyn, 1948-","","Cooke, Carolyn, 1948-","","Physique","1948-04-07","????-??-??","États-Unis; New York","États-Unis; New York","Chanteuse de disco.","","",""
109,,"My simple heart",1979,"","anglais","","","","Auteur; Compositeur",11117,"Musker, Frank","Musker, Frank John","","Muskaer, Franck","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
109,,"My simple heart",1979,"","anglais","","","","Interprète",20049,"Three Degrees (Groupe musical)","","","3 Degrees","","Morale","1963-??-??","????-??-??","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Groupe de Philadelphia soul, rhythm and blues et de disco.","","",""
110,,"Don't look back",1964,"","anglais","","","","Auteur; Compositeur; Interprète",7313,"Hooker, John Lee, 1917-2001","","","","","Physique","1917-08-22","2001-06-21","États-Unis; Mississippi","États-Unis; Mississippi","Auteur-compositeur-interprète et guitariste de blues, talking blues et country blues.","","",""
110,,"Don't look back",1964,"","anglais","","","","Interprète",20041,"Them (Groupe musical)","","","","","Morale","1964-??-??","1972-??-??","Royaume-Uni; Irlande du Nord","Royaume-Uni; Irlande du Nord","Groupe de rock, rock garage, blues rock, rhythm and blues, beat, blue-eyed soul, protopunk et raga rock.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Auteur; Compositeur",15220,"Townshend, Pete, 1945-","Townshend, Peter Dennis Blandford, 1945-","","Bijou Drains, 1945-; Townshend, Peter, 1945-","","Physique","1945-05-19","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur et musicien de rock, art rock, hard rock, power pop, rock progressif, British beat et jazz.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",17813,"Eddie and The Hot Rods (Groupe musical)","","","Rods","","Morale","1975-??-??","1985-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Groupe de pub rock, punk rock et new wave.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",18178,"Goldfinger (Groupe musical)","","","","","Morale","1994-??-??","????-??-??","États-Unis; Californie","États-Unis; Californie","Groupe de ska punk et punk rock.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",18209,"Green Day (Groupe musical)","","","","","Morale","1987-??-??","????-??-??","États-Unis; Californie","États-Unis; Californie","Groupe de punk rock, pop punk et rock alternatif.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",19219,"Pearl Jam (Groupe musical)","","","","","Morale","1990-??-??","????-??-??","États-Unis; Washington","États-Unis; Washington","Groupe de rock alternatif, grunge et hard rock.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",19308,"Pleasers (Groupe musical, 1977)","","","","","Morale","1977-??-??","1978-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Groupe de pop-rock.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",19380,"Queers (Groupe musical)","","","","","Morale","1981-??-??","????-??-??","États-Unis; New Hampshire","États-Unis; New Hampshire","Groupe de punk rock et de pop punk.","","",""
111,,"The kids are allright",1965,"","anglais","","","","Interprète",20309,"Who (Groupe musical)","","","","","Morale","1964-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Groupe de rock, hard rock, power pop et art rock.","10862","",""
112,,"Der Stern von Mykonos",1973,"","allemand","","","","Auteur; Compositeur",2126,"Bruhn, Christian, 1934-","","","","","Physique","1934-10-17","????-??-??","Allemagne","Allemagne","Compositeur.","","",""
112,,"Der Stern von Mykonos",1973,"","allemand","","","","Auteur; Compositeur",2279,"Buschor, Georg, 1923-2005","","","Bushor, Georg, 1923-2005","","Physique","1923-03-14","2005-02-11","Grèce","Allemagne","Compositeur. Né en Grèce; semble surtout travailler en Allemagne.","","",""
112,,"Der Stern von Mykonos",1973,"","allemand","","","","Interprète",4824,"Ebstein, Katja, 1945-","Witkiewicz, Karin, 1945-","","","","Physique","1945-03-09","????-??-??","Pologne","Allemagne","Chanteuse. Née en Pologne; travaille en Allemagne.","","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",1844,"Boyle, Susan, 1961-","Boyle, Susan Margaret, 1961-","","","","Physique","1961-04-01","????-??-??","Royaume-Uni; Écosse","Royaume-Uni; Écosse","Chanteuse de pop.","","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",9349,"Lobo, 1943-","LaVoie, Roland Kent, 1943-","","","","Physique","1943-07-31","????-??-??","États-Unis; Floride","États-Unis; Floride","Auteur-compositeur-interprète et guitariste de pop, country, folk et soft rock.","","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",11100,"Murray, Anne, 1945-","Murray, Morna Anne, 1945-","","","","Physique","1945-06-20","????-??-??","Canada; Nouvelle-Écosse","Canada; Nouvelle-Écosse","Chanteuse de country, pop et soft rock.","","","20893; 21098; 22367"
113,,"Daydream believer",1967,"","anglais","","","","Interprète",11480,"O'Donnell, Daniel, 1961-","O'Donnell, Daniel Francis Noel, 1961-","","Daniel, Wee, 1961-","","Physique","1961-12-12","????-??-??","Royaume-Uni; Irlande du Nord","Royaume-Uni; Irlande du Nord","Auteur-compositeur-interprète de country et de pop.","","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",12903,"Richier, Shane, 1964-","Roche, Shane Patrick, 1964-","","","","Physique","1964-03-11","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Acteur et chanteur.","","",""
113,,"Daydream believer",1967,"","anglais","","","","Auteur; Compositeur",14578,"Stewart, John, 1939-2008","Stewart, John Coburn, 1939-2008","","","","Physique","1939-09-05","2008-01-19","États-Unis; Californie","États-Unis; Californie","Auteur-compositeur-interprète.","18596","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",17135,"Boyzone (Groupe musical)","","","","","Morale","1983-??-??","????-??-??","Royaume-Uni; Irlande du Nord","Royaume-Uni; Irlande du Nord","Groupe de pop.","","","21981"
113,,"Daydream believer",1967,"","anglais","","","","Interprète",17147,"Brdrene Olsen (Duo musical)","","","Brdr. Olsen; Olsen Brothers","","Morale","1972-??-??","????-??-??","Danemark","Danemark","Duo de rock pop.","11534; 11535","",""
113,,"Daydream believer",1967,"","anglais","","","","Interprète",18959,"Monkees (Groupe musical)","","","Pre-Fab Four","","Morale","1966-??-??","1989-??-??","États-Unis; Californie","États-Unis; Californie","Groupe de pop-rock, bubblegum pop et de pop psychédélique.","","",""
114,,"What's your name",1961,"","anglais","","","","Auteur; Compositeur",7806,"Johnson, Claude","Johnson, Claude","","Juan","","Physique","????-??-??","????-??-??","États-Unis; New York","États-Unis; New York","Chanteur.","17738","",""
114,,"What's your name",1961,"","anglais","","","","Interprète",16701,"AC Rock (Groupe musical)","","","AC*Rock","","Morale","????-??-??","????-??-??","États-Unis; Illinois","États-Unis; Illinois","Groupe rock a cappella.","","",""
114,,"What's your name",1961,"","anglais","","","","Interprète",17738,"Don and Juan (Duo musical)","","","","","Morale","????-??-??","????-??-??","États-Unis; New York","États-Unis; New York","Duo de rhythm and blues.","7806; 15293","",""
114,,"What's your name",1961,"","anglais","","","","Interprète",18902,"Mighty Echoes (Groupe musical)","","","","","Morale","1987-??-??","????-??-??","États-Unis; Californie","États-Unis; Californie","Groupe d'a cappella doo-wop.","","",""
115,,"I don't know why",1931,"","anglais","","","","Auteur; Compositeur",189,"Alhert, Fred E., 1892-1953","Ahlert, Frederick Emil, 1892-1953","","","","Physique","1892-09-19","1953-10-20","États-Unis; New York","États-Unis; New York","Auteur-compositeur. Père de : Ahlert, Richard, 1922-1945.","","",""
115,,"I don't know why",1931,"","anglais","","","","Interprète",527,"Arnold, Eddy, 1918-2008","Arnold, Richard Edward, 1918-2008","","Eddy Arnold and His Guitar, 1918-2008; Eddy Arnold and his Tennessee Plowboys, 1918-2008; Eddy Arnold, The Tennesee Plowboy and his Guitar, 1918-2008; Eddy Arnold, The Tennessee Plowboy, 1918-2008","","Physique","1918-05-15","2008-05-08","États-Unis; Tennessee","États-Unis; Tennessee","Chanteur de country, gospel et de pop.","","",""
115,,"I don't know why",1931,"","anglais","","","","Interprète",4536,"Dorsey, Tommy, 1905-1956","Dorsey, Thomas Francis, Jr., 1905-1956","","","","Physique","1905-11-19","1956-11-26","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Tromboniste, trompettiste et chef d'orchestre.","17750; 18310; 20079","","20798; 21592; 22016; 22141; 22191"
115,,"I don't know why",1931,"","anglais","","","","Interprète",9601,"Lynne, Gloria, 1931-","Alleyne, Gloria, 1931-","","","","Physique","1931-11-23","????-??-??","États-Unis; New York","États-Unis; New York","Chanteuse de jazz.","","","21379"
115,,"I don't know why",1931,"","anglais","","","","Interprète",10029,"Martin, Dean, 1917-1995","Crocetti, Dino Paul, 1917-1995","","Dino, 1917-1995; Martini, Dino, 1917-1995; The King of Cool, 1917-1995","","Physique","1917-06-07","1995-12-25","États-Unis; Ohio","États-Unis; Ohio","Acteur, chanteur et musicien de big band, pop, country, jazz, swing et rock and roll.","","","21032; 21591; 22292"
115,,"I don't know why",1931,"","anglais","","","","Interprète",14271,"Smith, Kate, 1907-1986","Smith, Kathryn Elizabeth, 1907-1986","","","","Physique","1907-05-01","1986-06-17","États-Unis; Virginie","États-Unis; Virginie","Chanteuse (alto).","","",""
115,,"I don't know why",1931,"","anglais","","","","Auteur; Compositeur",15339,"Turk, Roy, 1892-1934","Turk, Roy Kenneth, 1892-1934","","","","Physique","1892-09-20","1934-11-30","États-Unis; New York","États-Unis; New York","Auteur-compositeur; a souvent collaboré avec Alhert, Fred E. (1892-1953).","","",""
115,,"I don't know why",1931,"","anglais","","","","Interprète",20478,"Cliff Richard and The Shadows (Groupe musical)","","","","","Morale","1959-??-??","1968-??-??","Royaume-Uni","Royaume-Uni; Angleterre","Groupe de rock and roll et de rock instrumental. En 1959, les Drifters deviennent les Shadows pour éliminer toute confusion avec le groupe américain contemporain. La collaboration entre Cliff Richard et les Shadows se situe surtout durant la période 1958-1968 bien qu'on peut en noter certaines autres au fil des années en particulier en 1978, 1984, 1989-1990 et 2004.","","","12869; 19676"
116,,"Lay some happiness on me",1964,"","anglais","","","","Interprète",527,"Arnold, Eddy, 1918-2008","Arnold, Richard Edward, 1918-2008","","Eddy Arnold and His Guitar, 1918-2008; Eddy Arnold and his Tennessee Plowboys, 1918-2008; Eddy Arnold, The Tennesee Plowboy and his Guitar, 1918-2008; Eddy Arnold, The Tennessee Plowboy, 1918-2008","","Physique","1918-05-15","2008-05-08","États-Unis; Tennessee","États-Unis; Tennessee","Chanteur de country, gospel et de pop.","","",""
116,,"Lay some happiness on me",1964,"","anglais","","","","Auteur; Compositeur",2867,"Chapel, Jean, 1925-1995","Amburgey, Opal Jean, 1925-1995","","","","Physique","1925-03-06","1995-08-19","États-Unis; Kentucky","États-Unis; Kentucky","Auteur-compositeur-interprète de  country.","","",""
116,,"Lay some happiness on me",1964,"","anglais","","","","Auteur; Compositeur",7737,"Jennings, Bob","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
116,,"Lay some happiness on me",1964,"","anglais","","","","Interprète",10029,"Martin, Dean, 1917-1995","Crocetti, Dino Paul, 1917-1995","","Dino, 1917-1995; Martini, Dino, 1917-1995; The King of Cool, 1917-1995","","Physique","1917-06-07","1995-12-25","États-Unis; Ohio","États-Unis; Ohio","Acteur, chanteur et musicien de big band, pop, country, jazz, swing et rock and roll.","","","21032; 21591; 22292"
116,,"Lay some happiness on me",1964,"","anglais","","","","Interprète",14151,"Sinatra, Nancy, 1940-","Sinatra, Nancy Sandra, 1940-","","","","Physique","1940-06-08","????-??-??","États-Unis; New Jersey","États-Unis; New Jersey","Actrice et chanteuse de pop.","","","20878; 21591; 22449"
117,,"I love you more and more every day",1964,"","anglais","","","","Interprète",10068,"Martino, Al, 1927-2009","Cini, Jasper, 1927-2009","","","","Physique","1927-10-07","2009-10-13","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Acteur et chanteur de jazz, swing et de pop.","","",""
117,,"I love you more and more every day",1964,"","anglais","","","","Auteur; Compositeur",13037,"Robertson, Don, 1922-","Robertson, Donald Irwin, 1922-","","","","Physique","1922-12-05","????-??-??","Chine","États-Unis","Auteur-compositeur et pianiste. Né en Chine; émigre aux États-Unis.","","",""
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Interprète",3563,"Cox, Wally, 1924-1973","Cox, Wallace Maynard, 1924-1973","","","","Physique","1924-12-06","1973-02-15","États-Unis; Michigan","États-Unis; Michigan","Acteur.","","",""
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Interprète",15438,"Vallée, Rudy, 1901-1986","Vallée, Hubert Prior, 1901-1986","","Mater, Frank, 1901-1986; Vallee, Rudy, 1901-1986","","Physique","1901-07-28","1986-07-03","États-Unis; Vermont","États-Unis; Vermont","Chanteur, musicien, saxophoniste.","","","20715"
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Interprète",18022,"Four Aces (Groupe musical)","","","4 Aces","","Morale","1950-??-??","????-??-??","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Groupe de pop.","","",""
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Interprète",20499,"Dick Cary and His Dixieland Doodlers (Groupe musical)","","","","","Morale","1959-??-??","1959-??-??","États-Unis","États-Unis; Californie","Groupe de jazz. Ne semble être actif qu'en 1959.","","","2672; 17723"
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Interprète",20659,"Nick Cave and The Bad Seeds (Groupe musical)","","","","","Morale","1983-??-??","????-??-??","Australie","Australie","Groupe de rock alternatif et de post-punk.","","","2775; 16888"
118,,"The drunkard song (There is a tavern in the town)",1883,"Traditionnel","anglais","","There is an alehouse in yonder town / There's a tavern in the town / Up the green meadow","La partition musicale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sonuligne que cet ouvrage n'attribue aucun auteur à la chanson et qu'une partition musicale publiée en 1891 crédite plutôt F.J. Adams comme auteur de ""There is a tavern in the town"". La partition musicale de la version originale fut publiée en 1883 par William H. Hills dans le livre ""William H. Hill’s Student Songs"". Toutefois, certaines sources sont à l'effet que cette édition n'attribuait aucun nom d'auteur à la chanson et qu'une partition musicale éditée en 1891 créditerait plutôt F.J. Adams comme auteur de ""There is a tavern in the town"".","Auteur; Compositeur",22719,"Adams, F.J.","","","","","Physique","????-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur.","","",""
119,,"Don't let me be lonely tonight",1972,"","anglais","","","","Interprète",3209,"Cocker, Joe, 1944-","Cocker, John Robert, 1944-","","Arnold, Vance, 1944-; Cocker, Robert, 1944-; Sheffield Soul Shouter, 1944-","","Physique","1944-05-20","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète et musicien de blues, rock, blues rock et blue-eyed soul.","","","22458"
119,,"Don't let me be lonely tonight",1972,"","anglais","","","","Interprète",10161,"Mathis, Johnny, 1935-","Mathis, John Royce, 1935-","","","","Physique","1935-09-30","????-??-??","États-Unis; Texas","États-Unis; Californie","Acteur et auteur-compositeur-interprète de pop, soul et country. Né au Texas; grandi en Californie.","","","20862; 21002; 21084; 21163; 22416"
119,,"Don't let me be lonely tonight",1972,"","anglais","","","","Auteur; Compositeur; Interprète",14899,"Taylor, James, 1948-","Taylor, James Vernon, 1948-","","","","Physique","1948-03-12","????-??-??","États-Unis; Massachusetts","États-Unis; Massachusetts","Auteur-compositeur-interprète et guitariste de folk rock, rock, pop, soft rock et country.","","","20970; 21251; 21369; 21524; 22394"
119,,"Don't let me be lonely tonight",1972,"","anglais","","","","Interprète",16318,"Wilson, Nancy, 1937-","","","","","Physique","1937-02-20","????-??-??","États-Unis; Ohio","États-Unis; Ohio","Chanteuse de blues, jazz, cabaret, pop et soul.","","","21384; 22055; 22430"
119,,"Don't let me be lonely tonight",1972,"","anglais","","","","Interprète",18409,"Isley Brothers (Groupe musical)","","","","","Morale","1954-??-??","????-??-??","États-Unis; Ohio","États-Unis; Ohio","Groupe de gospel, doo-wop, rhythm and blues, soul, funk, rock and roll et disco. Accompagne régulièrement : Isley, Ronald, 1941-.","","","21067; 22499"
120,,"O store Gud",1886,"Traditionnel","suédois","","","""O store Gud"" est un poème écrit par Carl Gustav Boberg mis en musique sur une ancienne chanson traditionnelle suédoise.","Auteur",1599,"Boberg, Carl, 1859-1940","Boberg, Carl Gustav, 1859-1940","","","","Physique","1859-08-16","1940-01-17","Suède","Suède","Écrivain, poète et homme politique.","","",""
120,,"O store Gud",1886,"Traditionnel","suédois","","","""O store Gud"" est un poème écrit par Carl Gustav Boberg mis en musique sur une ancienne chanson traditionnelle suédoise.","Interprète",9754,"Malmsjö, Jan, 1932-","Malmsjö, Jan Wilhelm, 1932-","","","","Physique","1932-05-29","????-??-??","Suède","Suède","Acteur et chanteur.","","",""
120,,"O store Gud",1886,"Traditionnel","suédois","","","""O store Gud"" est un poème écrit par Carl Gustav Boberg mis en musique sur une ancienne chanson traditionnelle suédoise.","Interprète",14184,"Sjögren, Christer, 1950-","","","","","Physique","1950-04-06","????-??-??","Suède","Suède","Chanteur de dansband et de rock.","","",""
121,,"He knows just what I need",1960,"","anglais","","","","Interprète",7110,"Hess, Jake, 1927-2004","Hess, Manchild, 1927-2004","","","","Physique","1927-12-24","2004-01-04","États-Unis; Alabama","États-Unis; Alabama","Chanteur de southern gospel.","","",""
121,,"He knows just what I need",1960,"","anglais","","","","Auteur; Compositeur",9307,"Lister, Mosie, 1921-","Lister, Thomas Mosie, 1921-","","","","Physique","1921-09-08","????-??-??","États-Unis; Géorgie","États-Unis; Géorgie","Auteur-compositeur-interprète de gospel.","","",""
121,,"He knows just what I need",1960,"","anglais","","","","Interprète",12364,"Presley, Elvis, 1935-1977","Presley, Elvis Aaron, 1935-1977","","","","Physique","1935-01-08","1977-08-16","États-Unis; Mississippi","États-Unis; Mississippi","Acteur et chanteur de rock and roll, pop, rockabilly, country, blues, gospel et rhythm and blues.","17062; 18915","","21196; 21269; 21668; 22311"
121,,"He knows just what I need",1960,"","anglais","","","","Interprète",16530,"Young, Faron, 1932-1996","Young, Faron, 1932-1996","","Hillbilly Heartthrob, 1932-1996; Singing Sheriff, 1932-1996","","Physique","1932-02-25","1996-12-10","États-Unis; Louisiane","États-Unis; Louisiane","Auteur-compositeur-interprète de country.","","","21493"
121,,"He knows just what I need",1960,"","anglais","","","","Interprète",17033,"Blackwood Brothers Quartet (Groupe musical)","","","","","Morale","1934-??-??","????-??-??","États-Unis; Mississippi","États-Unis; Mississippi","Groupe de musique chrétienne et de gospel.","","","22404"
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",978,"Basie, Count, 1904-1984","Basie, William James, 1904-1984","","Basie, William, 1904-1984; Count Basie, William, 1904-1984","","Physique","1904-08-21","1984-04-26","États-Unis; New York","États-Unis; New York","Pianiste, organiste et chef d'orchestre.","17516","","21143; 21200; 21219; 21276; 21286; 21343; 21573; 22159"
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",2546,"Carlton, Larry, 1948-","Carlton, Larry Eugene, 1948-","","Mr. 335, 1948-","","Physique","1948-03-02","????-??-??","États-Unis; Californie","États-Unis; Californie","Auteur-compositeur et musicien de jazz, smooth jazz, jazz fusion, pop et rock.","","",""
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",3209,"Cocker, Joe, 1944-","Cocker, John Robert, 1944-","","Arnold, Vance, 1944-; Cocker, Robert, 1944-; Sheffield Soul Shouter, 1944-","","Physique","1944-05-20","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète et musicien de blues, rock, blues rock et blue-eyed soul.","","","22458"
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",3621,"Cropper, Steve, 1941-","Cropper, Steven Lee, 1941-","","Cropper, Steve ""The Colonel"", 1941-","","Physique","1941-10-21","????-??-??","États-Unis; Missouri","États-Unis; Missouri","Auteur-compositeur, guitariste et producteur de disques de rhythm and blues, soul, funk, electric blues et blues.","","",""
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",4351,"Dickson, Barbara, 1947-","Dickson, Barbara Ruth, 1947-","","","","Physique","1947-09-27","????-??-??","Royaume-Uni; Écosse","Royaume-Uni; Écosse","Auteure-compositrice-interprète et musicienne.","","",""
122,,"With a little help from my friends",1967,"","anglais","","A little help from my friends","La version originale anglaise fut enregistrée en 1967, mais ne fut commercialisée qu'en 1978.","Interprète",6186,"Glorieux, François, 1932-","","","","","Physique","1932-08-27","????-??-??","Belgique","Belgique","Pianiste, compositeur, chef d’orchestre et arrangeur.","","",""
